draft_year,pick,round,pos,G,age,avg_team_sp,qb_Cmp,qb_Att,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_Y/A,qb_AY/A,qb_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,Sk,Solo,Ast,Comb,TFL,Int,PD
2019,63,2,S,46.0,23.0,1.3666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,26.0
2019,21,1,DB,46.0,22.0,-1.4414634146341463,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0
2018,125,4,DB,46.0,22.0,10.213432835820894,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0
2014,231,7,DL,46.0,24.0,21.7,,,,,,,,,,,,,,,,,,,,,,,17.5,60.0,47.0,107.0,35.5,,
2014,220,7,DL,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,55.0,75.0,130.0,17.0,,
2011,215,7,DL,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,56.0,27.0,83.0,11.5,,
2003,82,3,DB,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
2014,115,4,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,133.0,1956.0,14.7,14.0,42.5,,,,,,,
2012,69,3,WR,46.0,23.0,-15.285714285714286,,,,,,,,,,,,,,,,,,99.0,1453.0,14.7,12.0,31.6,,,,,,,
2020,76,3,RB,46.0,23.0,-2.253846153846154,,,,,,,,,,572.0,3296.0,5.8,30.0,67.0,664.0,9.9,3.0,,,,,,,,,,,,
2020,113,4,CB,46.0,22.0,18.60392156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0
2009,82,3,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,161.0,1743.0,10.8,9.0,37.9,,,,,,,
2009,72,3,DL,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,105.0,79.0,184.0,26.0,,
2020,178,5,LB,46.0,24.0,4.727272727272728,,,,,,,,,,,,,,,,,,,,,,,8.0,145.0,99.0,244.0,22.5,,
2005,67,3,QB,46.0,24.0,,913.0,1436.0,63.6,11049.0,64.0,32.0,7.7,7.58,240.2,,,,,,,,,,,,,,,,,,,,
2011,178,6,WR,46.0,22.0,-8.88,,,,,,,,,,,,,,,,,,181.0,3314.0,18.3,30.0,72.0,,,,,,,
2011,171,6,LB,46.0,22.0,5.2176470588235295,,,,,,,,,,,,,,,,,,,,,,,7.0,192.0,117.0,309.0,27.5,,
2011,160,5,QB,46.0,23.0,,779.0,1427.0,54.6,10084.0,74.0,60.0,7.1,6.21,219.2,,,,,,,,,,,,,,,,,,,,
2011,155,5,WR,46.0,22.0,18.45833333333333,,,,,,,,,,,,,,,,,,103.0,1532.0,14.9,5.0,33.3,,,,,,,
2005,249,7,TE,46.0,22.0,,,,,,,,,,,,,,,,,,,52.0,709.0,13.6,4.0,15.4,,,,,,,
2010,146,5,DL,46.0,23.0,-5.496226415094339,,,,,,,,,,,,,,,,,,,,,,,3.5,44.0,39.0,83.0,8.5,,
2010,144,5,DB,46.0,22.0,-1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2017,168,5,LB,46.0,21.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,14.5,143.0,148.0,291.0,42.0,,
2017,111,4,DB,46.0,22.0,1.7526315789473683,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,26.0
2018,14,1,DE,46.0,22.0,-6.85,,,,,,,,,,,,,,,,,,,,,,,21.5,100.0,86.0,186.0,37.0,,
2009,59,2,DB,46.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2009,47,2,DB,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0
2020,252,7,WR,46.0,22.0,18.557894736842105,,,,,,,,,,,,,,,,,,79.0,1271.0,16.1,8.0,27.6,,,,,,,
2020,205,6,S,46.0,22.0,21.313636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0
2021,124,4,TE,46.0,23.0,8.785185185185185,,,,,,,,,,,,,,,,,,47.0,579.0,12.3,2.0,12.6,,,,,,,
2021,111,4,DE,46.0,21.0,2.1527777777777777,,,,,,,,,,,,,,,,,,,,,,,10.5,91.0,71.0,162.0,21.0,,
2017,47,2,DE,46.0,22.0,7.673333333333333,,,,,,,,,,,,,,,,,,,,,,,22.5,70.0,67.0,137.0,28.0,,
2005,206,6,DL,46.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,40,2,LB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,140,5,LB,46.0,23.0,-9.76923076923077,,,,,,,,,,,,,,,,,,,,,,,3.5,217.0,117.0,334.0,35.0,,
2015,129,4,LB,46.0,23.0,8.2,,,,,,,,,,,,,,,,,,,,,,,9.5,166.0,101.0,267.0,45.5,,
2015,115,4,DB,46.0,23.0,2.6538461538461537,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0
2011,147,5,DB,46.0,22.0,-14.533333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0
2005,96,3,WR,46.0,23.0,-2.938857142857143,,,,,,,,,,,,,,,,,,82.0,1187.0,14.5,14.0,25.8,,,,,,,
2013,234,7,QB,46.0,23.0,-11.57,1066.0,1672.0,63.8,12013.0,73.0,51.0,7.2,6.69,261.2,,,,,,,,,,,,,,,,,,,,
2013,226,7,DL,46.0,22.0,-9.8,,,,,,,,,,,,,,,,,,,,,,,14.0,68.0,93.0,161.0,26.0,,
2003,211,6,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,75.0,1214.0,16.2,6.0,26.4,,,,,,,
2014,37,2,DL,46.0,24.0,2.5,,,,,,,,,,,,,,,,,,,,,,,10.0,57.0,34.0,91.0,24.0,,
2014,14,1,DB,46.0,22.0,14.704545454545457,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,21.0
2003,256,7,WR,46.0,22.0,,,,,,,,,,,,,,,,,,,149.0,1966.0,13.2,17.0,42.7,,,,,,,
2004,211,7,WR,46.0,22.0,,,,,,,,,,,,,,,,,,,88.0,1362.0,15.5,12.0,29.6,,,,,,,
2008,238,7,RB,46.0,23.0,,,,,,,,,,,464.0,2267.0,4.9,23.0,117.0,1303.0,11.1,5.0,,,,,,,,,,,,
2008,232,7,TE,46.0,23.0,,,,,,,,,,,,,,,,,,,15.0,209.0,13.9,1.0,4.5,,,,,,,
2008,223,7,QB,46.0,23.0,,848.0,1451.0,58.4,10913.0,76.0,43.0,7.5,7.24,237.2,,,,,,,,,,,,,,,,,,,,
2008,220,7,DB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2008,212,7,DB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0
2008,182,6,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,178.0,2485.0,14.0,21.0,54.0,,,,,,,
2021,195,6,DL,46.0,24.0,-14.913157894736845,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,102.0,155.0,24.0,,
2021,188,6,S,46.0,22.0,8.56764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0
2013,146,5,DL,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,87.0,48.0,135.0,41.0,,
2004,191,6,RB,46.0,23.0,,,,,,,,,,,84.0,342.0,4.1,1.0,73.0,492.0,6.7,5.0,,,,,,,,,,,,
2016,175,5,LB,46.0,22.0,-5.577777777777778,,,,,,,,,,,,,,,,,,,,,,,17.0,196.0,149.0,345.0,41.5,,
2010,252,7,LB,46.0,23.0,21.0,,,,,,,,,,,,,,,,,,,,,,,2.0,35.0,47.0,82.0,8.0,,
2017,13,1,LB,46.0,22.0,11.9,,,,,,,,,,,,,,,,,,,,,,,18.0,99.0,49.0,148.0,46.0,,
2016,233,7,DB,46.0,22.0,24.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0
2016,232,7,LB,46.0,23.0,5.566666666666666,,,,,,,,,,,,,,,,,,,,,,,10.5,165.0,102.0,267.0,29.0,,
2016,213,6,WR,46.0,22.0,17.333333333333332,,,,,,,,,,,,,,,,,,165.0,2174.0,13.2,10.0,47.3,,,,,,,
2016,204,6,DB,46.0,23.0,9.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,25.0
2002,181,6,DB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2002,136,5,RB,46.0,23.0,,,,,,,,,,,463.0,2102.0,4.5,19.0,15.0,114.0,7.6,0.0,,,,,,,,,,,,
2021,154,5,S,46.0,22.0,0.7854166666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,24.0
2021,153,5,LB,46.0,22.0,1.785,,,,,,,,,,,,,,,,,,,,,,,9.5,215.0,160.0,375.0,21.0,,
2008,128,4,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,189.0,2376.0,12.6,25.0,51.7,,,,,,,
2008,122,4,RB,46.0,23.0,,,,,,,,,,,697.0,3465.0,5.0,28.0,41.0,288.0,7.0,0.0,,,,,,,,,,,,
2008,102,4,DL,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,68.0,28.0,96.0,17.5,,
2006,251,7,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,223.0,3634.0,16.3,20.0,79.0,,,,,,,
2006,229,7,DB,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2008,84,3,WR,46.0,23.0,,,,,,,,,,,,,,,,,,,173.0,2924.0,16.9,15.0,63.6,,,,,,,
2005,171,5,DB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2016,22,1,WR,46.0,23.0,11.9,,,,,,,,,,,,,,,,,,215.0,3178.0,14.8,34.0,69.1,,,,,,,
2015,214,6,DL,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,2.5,39.0,56.0,95.0,15.0,,
2002,191,6,TE,46.0,23.0,,,,,,,,,,,,,,,,,,,128.0,2050.0,16.0,19.0,44.6,,,,,,,
2016,112,4,WR,46.0,24.0,24.19,,,,,,,,,,,,,,,,,,174.0,2350.0,13.5,16.0,51.1,,,,,,,
2016,102,4,LB,46.0,22.0,25.8,,,,,,,,,,,,,,,,,,,,,,,7.5,169.0,127.0,296.0,18.0,,
2005,145,5,QB,46.0,22.0,,916.0,1567.0,58.5,10706.0,84.0,51.0,6.8,6.44,232.7,,,,,,,,,,,,,,,,,,,,
2016,189,6,DB,46.0,22.0,3.074107142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0
2022,115,4,DB,46.0,23.0,4.027586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0
2007,23,1,WR,46.0,22.0,,,,,,,,,,,,,,,,,,,154.0,2403.0,15.6,26.0,52.2,,,,,,,
2007,205,6,QB,46.0,23.0,,851.0,1427.0,59.6,11084.0,88.0,64.0,7.8,6.98,241.0,,,,,,,,,,,,,,,,,,,,
2007,164,5,LB,46.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,11.5,69.0,51.0,120.0,14.5,,
2011,115,4,RB,46.0,22.0,19.27,,,,,,,,,,708.0,4181.0,5.9,37.0,63.0,519.0,8.2,2.0,,,,,,,,,,,,
2015,187,6,WR,46.0,22.0,23.925,,,,,,,,,,,,,,,,,,52.0,579.0,11.1,7.0,12.6,,,,,,,
2005,127,4,RB,46.0,23.0,,,,,,,,,,,500.0,2394.0,4.8,19.0,138.0,1396.0,10.1,8.0,,,,,,,,,,,,
2008,43,2,DB,46.0,23.0,2.523809523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2000,91,3,DB,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2021,239,7,DE,46.0,23.0,27.55,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,31.0,76.0,15.0,,
2021,218,6,QB,46.0,22.0,10.938888888888888,923.0,1476.0,62.5,11436.0,94.0,27.0,7.7,8.2,248.6,,,,,,,,,,,,,,,,,,,,
2012,187,6,DB,46.0,23.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0
2004,110,4,DB,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
2004,156,5,RB,46.0,23.0,,,,,,,,,,,32.0,78.0,2.4,0.0,37.0,308.0,8.3,1.0,,,,,,,,,,,,
2022,196,6,RB,46.0,22.0,10.0,,,,,,,,,,513.0,2740.0,5.3,23.0,126.0,1149.0,9.1,11.0,,,,,,,,,,,,
2000,32,2,WR,46.0,22.0,,,,,,,,,,,,,,,,,,,217.0,3186.0,14.7,24.0,69.3,,,,,,,
2022,149,5,WR,45.0,22.0,-3.272727272727273,,,,,,,,,,,,,,,,,,117.0,1370.0,11.7,20.0,30.4,,,,,,,
2022,146,5,LB,45.0,22.0,9.489655172413793,,,,,,,,,,,,,,,,,,,,,,,14.0,149.0,67.0,216.0,37.0,,
2022,247,7,QB,45.0,25.0,,552.0,885.0,62.4,7134.0,42.0,16.0,8.1,8.2,158.5,,,,,,,,,,,,,,,,,,,,
2022,198,6,TE,45.0,23.0,24.62,,,,,,,,,,,,,,,,,,79.0,1102.0,13.9,13.0,24.5,,,,,,,
2000,39,2,DB,45.0,22.0,-6.513043478260869,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2000,29,1,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,155.0,2608.0,16.8,23.0,58.0,,,,,,,
2000,49,2,DB,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2013,200,6,DL,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,79.0,101.0,180.0,22.0,,
2013,181,6,RB,45.0,23.0,1.1599999999999997,,,,,,,,,,453.0,2424.0,5.4,37.0,50.0,524.0,10.5,6.0,,,,,,,,,,,,
2004,26,1,RB,45.0,22.0,,,,,,,,,,,794.0,3657.0,4.6,39.0,64.0,569.0,8.9,2.0,,,,,,,,,,,,
2009,33,2,DB,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2013,160,5,RB,45.0,22.0,1.7493670886075947,,,,,,,,,,581.0,3143.0,5.4,30.0,46.0,415.0,9.0,0.0,,,,,,,,,,,,
2013,158,5,TE,45.0,23.0,-15.55,,,,,,,,,,,,,,,,,,78.0,986.0,12.6,9.0,21.9,,,,,,,
2011,42,2,DL,45.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,17.0,75.0,39.0,114.0,25.0,,
2011,37,2,DL,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,19.5,82.0,60.0,142.0,35.5,,
2017,78,3,LB,45.0,23.0,31.7,,,,,,,,,,,,,,,,,,,,,,,21.0,39.0,19.0,58.0,31.0,,
2017,55,2,DL,45.0,23.0,31.7,,,,,,,,,,,,,,,,,,,,,,,4.0,39.0,83.0,122.0,10.5,,
2017,152,5,DB,45.0,22.0,15.352631578947369,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0
2017,145,5,TE,45.0,22.0,17.45357142857143,,,,,,,,,,,,,,,,,,138.0,1646.0,11.9,11.0,36.6,,,,,,,
2002,110,4,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2002,99,4,RB,45.0,23.0,,,,,,,,,,,439.0,2262.0,5.2,26.0,24.0,229.0,9.5,0.0,,,,,,,,,,,,
2010,250,7,QB,45.0,23.0,16.743396226415094,610.0,999.0,61.1,8317.0,66.0,31.0,8.3,8.25,184.8,,,,,,,,,,,,,,,,,,,,
2020,235,7,DT,45.0,23.0,28.461290322580645,,,,,,,,,,,,,,,,,,,,,,,7.0,35.0,28.0,63.0,13.5,,
2022,73,3,WR,45.0,23.0,12.2,,,,,,,,,,,,,,,,,,75.0,959.0,12.8,12.0,21.3,,,,,,,
2022,53,2,WR,45.0,22.0,10.0,,,,,,,,,,,,,,,,,,106.0,1851.0,17.5,12.0,41.1,,,,,,,
2022,49,2,DB,45.0,23.0,5.765517241379311,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0
2005,130,4,RB,45.0,22.0,,,,,,,,,,,815.0,4979.0,6.1,45.0,66.0,609.0,9.2,2.0,,,,,,,,,,,,
2007,151,5,QB,45.0,23.0,,682.0,1122.0,60.8,7862.0,55.0,33.0,7.0,6.66,174.7,,,,,,,,,,,,,,,,,,,,
2001,67,3,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2001,30,1,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,173.0,2510.0,14.5,20.0,55.8,,,,,,,
2020,86,3,RB,45.0,22.0,14.467796610169492,,,,,,,,,,712.0,4067.0,5.7,38.0,66.0,685.0,10.4,3.0,,,,,,,,,,,,
2020,67,3,DL,45.0,22.0,19.06153846153846,,,,,,,,,,,,,,,,,,,,,,,14.5,46.0,31.0,77.0,23.0,,
2015,63,2,LB,45.0,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,11.5,66.0,49.0,115.0,35.5,,
2004,124,4,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2003,76,3,TE,45.0,22.0,,,,,,,,,,,,,,,,,,,59.0,956.0,16.2,7.0,21.2,,,,,,,
2020,125,4,QB,45.0,23.0,-7.75,699.0,1221.0,57.2,8629.0,65.0,34.0,7.1,6.88,191.8,,,,,,,,,,,,,,,,,,,,
2008,171,6,WR,45.0,22.0,-10.118181818181816,,,,,,,,,,,,,,,,,,104.0,1598.0,15.4,13.0,35.5,,,,,,,
2020,241,7,LB,45.0,23.0,5.114705882352942,,,,,,,,,,,,,,,,,,,,,,,3.0,151.0,86.0,237.0,19.5,,
2020,244,7,QB,45.0,23.0,12.517592592592594,673.0,1155.0,58.3,8302.0,68.0,23.0,7.2,7.47,184.5,,,,,,,,,,,,,,,,,,,,
2013,149,5,DB,45.0,22.0,13.876923076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0
2004,43,2,RB,45.0,23.0,,,,,,,,,,,634.0,3018.0,4.8,26.0,28.0,250.0,8.9,1.0,,,,,,,,,,,,
2017,252,7,RB,45.0,23.0,,,,,,,,,,,550.0,2856.0,5.2,34.0,98.0,933.0,9.5,6.0,,,,,,,,,,,,
2017,241,7,RB,45.0,22.0,1.457142857142857,,,,,,,,,,359.0,2073.0,5.8,11.0,55.0,571.0,10.4,3.0,,,,,,,,,,,,
2017,234,7,LB,45.0,24.0,13.1,,,,,,,,,,,,,,,,,,,,,,,29.5,92.0,51.0,143.0,53.0,,
2002,85,3,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2007,169,5,WR,45.0,23.0,,,,,,,,,,,,,,,,,,,52.0,580.0,11.2,3.0,12.9,,,,,,,
2021,255,7,WR,45.0,23.0,-15.75121951219512,,,,,,,,,,,,,,,,,,126.0,1829.0,14.5,16.0,40.6,,,,,,,
2010,242,7,DL,45.0,23.0,29.2,,,,,,,,,,,,,,,,,,,,,,,4.5,42.0,61.0,103.0,12.0,,
2009,48,2,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2015,145,5,DB,45.0,22.0,-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0
2004,154,5,RB,45.0,22.0,,,,,,,,,,,940.0,4941.0,5.3,43.0,43.0,451.0,10.5,3.0,,,,,,,,,,,,
2012,174,6,DB,45.0,23.0,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0
2003,60,2,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,194.0,2636.0,13.6,17.0,58.6,,,,,,,
2020,215,7,LB,45.0,23.0,0.2349999999999999,,,,,,,,,,,,,,,,,,,,,,,13.5,229.0,97.0,326.0,28.0,,
2020,211,6,CB,45.0,22.0,-19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,35.0
2015,254,7,TE,45.0,22.0,17.975,,,,,,,,,,,,,,,,,,61.0,954.0,15.6,9.0,21.2,,,,,,,
2015,253,7,DL,45.0,22.0,34.96666666666667,,,,,,,,,,,,,,,,,,,,,,,14.0,52.0,39.0,91.0,21.0,,
2010,176,6,QB,45.0,23.0,-14.958490566037735,768.0,1361.0,56.4,10112.0,76.0,36.0,7.4,7.36,224.7,,,,,,,,,,,,,,,,,,,,
2005,244,7,RB,45.0,23.0,,,,,,,,,,,462.0,2524.0,5.5,26.0,72.0,781.0,10.8,2.0,,,,,,,,,,,,
2002,56,2,RB,45.0,23.0,,,,,,,,,,,830.0,3682.0,4.4,25.0,71.0,692.0,9.7,2.0,,,,,,,,,,,,
2000,143,5,WR,45.0,23.0,,,,,,,,,,,,,,,,,,,176.0,2443.0,13.9,15.0,54.3,,,,,,,
2007,147,5,DB,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2007,43,2,QB,45.0,23.0,,543.0,846.0,64.2,6524.0,42.0,28.0,7.7,7.22,145.0,,,,,,,,,,,,,,,,,,,,
2004,214,7,WR,45.0,22.0,6.738709677419355,,,,,,,,,,,,,,,,,,174.0,2238.0,12.9,12.0,49.7,,,,,,,
2015,227,7,DL,45.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,20.5,78.0,62.0,140.0,36.0,,
2019,208,6,WR,45.0,22.0,-10.651948051948052,,,,,,,,,,,,,,,,,,215.0,2867.0,13.3,23.0,63.7,,,,,,,
2001,121,4,RB,45.0,22.0,,,,,,,,,,,413.0,2522.0,6.1,27.0,24.0,200.0,8.3,1.0,,,,,,,,,,,,
2012,159,5,RB,45.0,24.0,23.3125,,,,,,,,,,345.0,2098.0,6.1,11.0,44.0,579.0,13.2,3.0,,,,,,,,,,,,
2021,56,2,WR,45.0,24.0,0.1976744186046512,,,,,,,,,,,,,,,,,,122.0,2260.0,18.5,15.0,50.2,,,,,,,
2011,152,5,QB,45.0,24.0,7.074999999999999,795.0,1277.0,62.3,9377.0,58.0,46.0,7.3,6.63,208.4,,,,,,,,,,,,,,,,,,,,
2006,11,1,QB,45.0,23.0,,710.0,1242.0,57.2,8697.0,59.0,36.0,7.0,6.65,193.3,,,,,,,,,,,,,,,,,,,,
2010,115,4,LB,45.0,23.0,19.9,,,,,,,,,,,,,,,,,,,,,,,3.5,90.0,83.0,173.0,13.5,,
2002,24,1,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2010,110,4,DB,45.0,23.0,13.858823529411763,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0
2007,222,7,TE,45.0,22.0,,,,,,,,,,,,,,,,,,,78.0,1009.0,12.9,11.0,22.4,,,,,,,
2021,192,6,DL,45.0,22.0,7.387096774193548,,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,34.0,59.0,9.0,,
2017,23,1,TE,45.0,23.0,18.125,,,,,,,,,,,,,,,,,,162.0,2320.0,14.3,15.0,51.6,,,,,,,
2014,225,7,DB,45.0,21.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0
2008,81,3,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,160.0,1943.0,12.1,20.0,43.2,,,,,,,
2021,61,2,DL,45.0,23.0,4.723529411764706,,,,,,,,,,,,,,,,,,,,,,,20.5,97.0,76.0,173.0,36.5,,
2008,54,2,DL,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,100.0,74.0,174.0,50.0,,
2009,174,6,QB,45.0,24.0,,584.0,989.0,59.0,6857.0,47.0,32.0,6.9,6.43,152.4,,,,,,,,,,,,,,,,,,,,
2009,173,5,RB,45.0,22.0,,,,,,,,,,,843.0,4398.0,5.2,34.0,96.0,719.0,7.5,1.0,,,,,,,,,,,,
2006,111,4,WR,45.0,23.0,,,,,,,,,,,,,,,,,,,162.0,2660.0,16.4,20.0,59.1,,,,,,,
2006,100,4,QB,45.0,23.0,1.1,248.0,505.0,49.1,3531.0,23.0,21.0,7.0,6.03,78.5,,,,,,,,,,,,,,,,,,,,
2009,143,5,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2019,115,4,LB,45.0,23.0,34.141666666666666,,,,,,,,,,,,,,,,,,,,,,,11.5,25.0,33.0,58.0,16.0,,
2019,109,4,S,45.0,23.0,11.382758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0
2016,12,1,DL,45.0,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,19.0,73.0,61.0,134.0,32.5,,
2012,114,4,DL,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,80.0,51.0,131.0,25.5,,
2012,102,4,QB,45.0,24.0,11.983018867924528,723.0,1128.0,64.1,9131.0,66.0,30.0,8.1,8.07,202.9,,,,,,,,,,,,,,,,,,,,
2001,147,5,TE,45.0,22.0,,,,,,,,,,,,,,,,,,,59.0,861.0,14.6,3.0,19.1,,,,,,,
2021,79,3,DE,45.0,23.0,-3.225,,,,,,,,,,,,,,,,,,,,,,,18.0,61.0,49.0,110.0,22.5,,
2004,78,3,WR,45.0,23.0,,,,,,,,,,,,,,,,,,,182.0,2588.0,14.2,23.0,57.5,,,,,,,
2003,218,7,RB,45.0,24.0,,,,,,,,,,,216.0,939.0,4.3,8.0,76.0,676.0,8.9,7.0,,,,,,,,,,,,
2011,190,6,DB,45.0,23.0,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
2005,68,3,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,170.0,2524.0,14.8,12.0,56.1,,,,,,,
2016,199,6,WR,45.0,22.0,20.33333333333333,,,,,,,,,,,,,,,,,,83.0,1297.0,15.6,10.0,28.8,,,,,,,
2016,166,5,DL,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,34.0,39.0,73.0,9.0,,
2010,53,2,LB,45.0,22.0,28.8,,,,,,,,,,,,,,,,,,,,,,,18.5,79.0,72.0,151.0,33.0,,
2010,87,3,WR,45.0,23.0,-0.8181818181818181,,,,,,,,,,,,,,,,,,227.0,3119.0,13.7,24.0,69.3,,,,,,,
2018,174,5,WR,45.0,23.0,8.257142857142858,,,,,,,,,,,,,,,,,,119.0,1832.0,15.4,12.0,40.7,,,,,,,
2000,135,5,DB,45.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2000,166,5,RB,45.0,23.0,,,,,,,,,,,506.0,2493.0,4.9,24.0,37.0,251.0,6.8,1.0,,,,,,,,,,,,
2000,118,4,DB,45.0,24.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2021,207,6,DL,45.0,23.0,-0.5999999999999999,,,,,,,,,,,,,,,,,,,,,,,1.5,34.0,38.0,72.0,11.5,,
2011,232,7,RB,45.0,23.0,18.225,,,,,,,,,,467.0,2501.0,5.4,27.0,140.0,1111.0,7.9,5.0,,,,,,,,,,,,
2005,58,2,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,172.0,2600.0,15.1,10.0,57.8,,,,,,,
2002,206,6,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,63.0,867.0,13.8,4.0,19.3,,,,,,,
2003,139,5,WR,45.0,22.0,,,,,,,,,,,,,,,,,,,230.0,3351.0,14.6,23.0,74.5,,,,,,,
